Dataset,#TrainRelease,Classifier,FeatSel,Sampling,CostSens,TP,FP,FN,TN,Precision,Recall,AUC,Kappa
BOOKKEEPER,9,naive bayes,best first,undersampling,no cost sensitive,1137,137,13,36,0.208,0.735,0.910,0.283
BOOKKEEPER,9,ibk,best first,undersampling,no cost sensitive,1009,265,9,40,0.131,0.816,0.880,0.173
BOOKKEEPER,10,random forest,best first,undersampling,no cost sensitive,1142,129,7,53,0.291,0.883,0.953,0.397
BOOKKEEPER,10,naive bayes,best first,undersampling,no cost sensitive,1183,88,19,41,0.318,0.683,0.931,0.397
BOOKKEEPER,10,ibk,best first,undersampling,no cost sensitive,1063,208,7,53,0.203,0.883,0.912,0.277
BOOKKEEPER,11,random forest,best first,undersampling,no cost sensitive,995,312,5,62,0.166,0.925,0.901,0.216
BOOKKEEPER,11,naive bayes,best first,undersampling,no cost sensitive,1109,198,14,53,0.211,0.791,0.910,0.278
BOOKKEEPER,11,ibk,best first,undersampling,no cost sensitive,1041,266,8,59,0.182,0.881,0.895,0.240
BOOKKEEPER,12,random forest,best first,undersampling,no cost sensitive,1050,256,2,69,0.212,0.972,0.939,0.288
BOOKKEEPER,12,naive bayes,best first,undersampling,no cost sensitive,1134,172,16,55,0.242,0.775,0.913,0.315
BOOKKEEPER,12,ibk,best first,undersampling,no cost sensitive,1042,264,3,68,0.205,0.958,0.903,0.276
BOOKKEEPER,13,random forest,best first,undersampling,no cost sensitive,1073,225,2,78,0.257,0.975,0.956,0.347
BOOKKEEPER,13,naive bayes,best first,undersampling,no cost sensitive,1130,168,20,60,0.263,0.750,0.911,0.332
BOOKKEEPER,13,ibk,best first,undersampling,no cost sensitive,1090,208,3,77,0.270,0.963,0.947,0.364
BOOKKEEPER,14,random forest,best first,undersampling,no cost sensitive,1118,183,6,75,0.291,0.926,0.965,0.388
BOOKKEEPER,14,naive bayes,best first,undersampling,no cost sensitive,1170,131,30,51,0.280,0.630,0.889,0.334
BOOKKEEPER,14,ibk,best first,undersampling,no cost sensitive,1160,141,7,74,0.344,0.914,0.927,0.453
BOOKKEEPER,15,random forest,best first,undersampling,no cost sensitive,1089,233,3,78,0.251,0.963,0.964,0.337
BOOKKEEPER,15,naive bayes,best first,undersampling,no cost sensitive,1195,127,25,56,0.306,0.691,0.908,0.374
BOOKKEEPER,15,ibk,best first,undersampling,no cost sensitive,1111,211,2,79,0.272,0.975,0.953,0.369
BOOKKEEPER,16,random forest,best first,undersampling,no cost sensitive,1151,182,0,78,0.300,1.000,0.989,0.411
BOOKKEEPER,16,naive bayes,best first,undersampling,no cost sensitive,1197,136,23,55,0.288,0.705,0.901,0.359
BOOKKEEPER,16,ibk,best first,undersampling,no cost sensitive,1172,161,2,76,0.321,0.974,0.950,0.436
BOOKKEEPER,17,random forest,best first,undersampling,no cost sensitive,1136,208,2,70,0.252,0.972,0.975,0.347
BOOKKEEPER,17,naive bayes,best first,undersampling,no cost sensitive,1215,129,21,51,0.283,0.708,0.923,0.358
BOOKKEEPER,17,ibk,best first,undersampling,no cost sensitive,1148,196,2,70,0.263,0.972,0.963,0.363
BOOKKEEPER,18,random forest,best first,undersampling,no cost sensitive,1153,155,16,92,0.372,0.852,0.954,0.461
BOOKKEEPER,18,naive bayes,best first,undersampling,no cost sensitive,1202,106,46,62,0.369,0.574,0.860,0.393
BOOKKEEPER,18,ibk,best first,undersampling,no cost sensitive,1172,136,18,90,0.398,0.833,0.923,0.486
BOOKKEEPER,19,random forest,best first,undersampling,no cost sensitive,1248,112,28,77,0.407,0.733,0.914,0.475
BOOKKEEPER,19,naive bayes,best first,undersampling,no cost sensitive,1254,106,46,59,0.358,0.562,0.910,0.383
BOOKKEEPER,19,ibk,best first,undersampling,no cost sensitive,1201,159,37,68,0.300,0.648,0.856,0.345
BOOKKEEPER,20,random forest,best first,undersampling,no cost sensitive,1161,225,9,120,0.348,0.930,0.945,0.436
BOOKKEEPER,20,naive bayes,best first,undersampling,no cost sensitive,1273,113,61,68,0.376,0.527,0.839,0.377
BOOKKEEPER,20,ibk,best first,undersampling,no cost sensitive,1194,192,21,108,0.360,0.837,0.879,0.436
BOOKKEEPER,21,random forest,best first,undersampling,no cost sensitive,1247,207,19,85,0.291,0.817,0.919,0.367
BOOKKEEPER,21,naive bayes,best first,undersampling,no cost sensitive,1334,120,49,55,0.314,0.529,0.868,0.339
BOOKKEEPER,21,ibk,best first,undersampling,no cost sensitive,1219,235,30,74,0.239,0.712,0.778,0.287
BOOKKEEPER,22,random forest,best first,undersampling,no cost sensitive,1224,242,1,95,0.282,0.990,0.968,0.379
BOOKKEEPER,22,naive bayes,best first,undersampling,no cost sensitive,1289,177,40,56,0.240,0.583,0.826,0.278
BOOKKEEPER,22,ibk,best first,undersampling,no cost sensitive,1256,210,2,94,0.309,0.979,0.918,0.415
BOOKKEEPER,1,random forest,best first,undersampling,sensitive threshold,680,125,0,84,0.402,1.000,0.922,0.507
BOOKKEEPER,1,naive bayes,best first,undersampling,sensitive threshold,672,133,14,70,0.345,0.833,0.834,0.409
BOOKKEEPER,1,ibk,best first,undersampling,sensitive threshold,725,80,0,84,0.512,1.000,0.950,0.631
BOOKKEEPER,2,random forest,best first,undersampling,sensitive threshold,723,117,9,121,0.508,0.931,0.896,0.586
BOOKKEEPER,2,naive bayes,best first,undersampling,sensitive threshold,723,117,51,79,0.403,0.608,0.734,0.386
BOOKKEEPER,2,ibk,best first,undersampling,sensitive threshold,745,95,20,110,0.537,0.846,0.867,0.589
BOOKKEEPER,3,random forest,best first,undersampling,sensitive threshold,724,114,0,132,0.537,1.000,0.932,0.633
BOOKKEEPER,3,naive bayes,best first,undersampling,sensitive threshold,688,150,47,85,0.362,0.644,0.732,0.350
BOOKKEEPER,3,ibk,best first,undersampling,sensitive threshold,747,91,1,131,0.590,0.992,0.942,0.687
BOOKKEEPER,4,random forest,best first,undersampling,sensitive threshold,726,129,2,168,0.566,0.988,0.919,0.644
BOOKKEEPER,4,naive bayes,best first,undersampling,sensitive threshold,711,144,56,114,0.442,0.671,0.751,0.416
BOOKKEEPER,4,ibk,best first,undersampling,sensitive threshold,787,68,18,152,0.691,0.894,0.907,0.729
BOOKKEEPER,5,random forest,best first,undersampling,sensitive threshold,720,135,0,175,0.565,1.000,0.921,0.644
BOOKKEEPER,5,naive bayes,best first,undersampling,sensitive threshold,702,153,51,124,0.448,0.709,0.765,0.430
BOOKKEEPER,5,ibk,best first,undersampling,sensitive threshold,743,112,1,174,0.608,0.994,0.932,0.689
BOOKKEEPER,6,random forest,best first,undersampling,sensitive threshold,723,231,0,100,0.302,1.000,0.879,0.373
BOOKKEEPER,6,naive bayes,best first,undersampling,sensitive threshold,751,203,24,76,0.272,0.760,0.774,0.304
BOOKKEEPER,6,ibk,best first,undersampling,sensitive threshold,740,214,4,96,0.310,0.960,0.868,0.379
BOOKKEEPER,7,random forest,best first,undersampling,sensitive threshold,729,332,0,49,0.129,1.000,0.844,0.162
BOOKKEEPER,7,naive bayes,best first,undersampling,sensitive threshold,782,279,21,28,0.091,0.571,0.654,0.088
BOOKKEEPER,7,ibk,best first,undersampling,sensitive threshold,762,299,2,47,0.136,0.959,0.839,0.174
BOOKKEEPER,8,random forest,best first,undersampling,sensitive threshold,743,322,0,52,0.139,1.000,0.849,0.177
BOOKKEEPER,8,naive bayes,best first,undersampling,sensitive threshold,790,275,8,44,0.138,0.846,0.794,0.171
BOOKKEEPER,8,ibk,best first,undersampling,sensitive threshold,791,274,1,51,0.157,0.981,0.862,0.207
BOOKKEEPER,9,random forest,best first,undersampling,sensitive threshold,899,375,0,49,0.116,1.000,0.853,0.151
BOOKKEEPER,9,naive bayes,best first,undersampling,sensitive threshold,977,297,7,42,0.124,0.857,0.812,0.162
BOOKKEEPER,9,ibk,best first,undersampling,sensitive threshold,968,306,7,42,0.121,0.857,0.808,0.157
BOOKKEEPER,10,random forest,best first,undersampling,sensitive threshold,952,319,0,60,0.158,1.000,0.875,0.212
BOOKKEEPER,10,naive bayes,best first,undersampling,sensitive threshold,1097,174,9,51,0.227,0.850,0.857,0.309
BOOKKEEPER,10,ibk,best first,undersampling,sensitive threshold,1058,213,7,53,0.199,0.883,0.858,0.272
BOOKKEEPER,11,random forest,best first,undersampling,sensitive threshold,900,407,1,66,0.140,0.985,0.837,0.174
BOOKKEEPER,11,naive bayes,best first,undersampling,sensitive threshold,977,330,9,58,0.149,0.866,0.807,0.187
BOOKKEEPER,11,ibk,best first,undersampling,sensitive threshold,995,312,8,59,0.159,0.881,0.821,0.204
BOOKKEEPER,12,random forest,best first,undersampling,sensitive threshold,902,404,0,71,0.149,1.000,0.845,0.187
BOOKKEEPER,12,naive bayes,best first,undersampling,sensitive threshold,1023,283,10,61,0.177,0.859,0.821,0.228
BOOKKEEPER,12,ibk,best first,undersampling,sensitive threshold,984,322,1,70,0.179,0.986,0.870,0.236
BOOKKEEPER,13,random forest,best first,undersampling,sensitive threshold,914,384,0,80,0.172,1.000,0.852,0.217
BOOKKEEPER,13,naive bayes,best first,undersampling,sensitive threshold,1068,230,16,64,0.218,0.800,0.811,0.276
BOOKKEEPER,13,ibk,best first,undersampling,sensitive threshold,1030,268,2,78,0.225,0.975,0.884,0.300
BOOKKEEPER,14,random forest,best first,undersampling,sensitive threshold,948,353,0,81,0.187,1.000,0.864,0.239
BOOKKEEPER,14,naive bayes,best first,undersampling,sensitive threshold,1117,184,19,62,0.252,0.765,0.812,0.319
BOOKKEEPER,14,ibk,best first,undersampling,sensitive threshold,1152,149,6,75,0.335,0.926,0.906,0.444
BOOKKEEPER,15,random forest,best first,undersampling,sensitive threshold,939,383,1,80,0.173,0.988,0.849,0.217
BOOKKEEPER,15,naive bayes,best first,undersampling,sensitive threshold,1104,218,17,64,0.227,0.790,0.813,0.289
BOOKKEEPER,15,ibk,best first,undersampling,sensitive threshold,1046,276,1,80,0.225,0.988,0.889,0.300
BOOKKEEPER,16,random forest,best first,undersampling,sensitive threshold,982,351,0,78,0.182,1.000,0.868,0.236
BOOKKEEPER,16,naive bayes,best first,undersampling,sensitive threshold,1120,213,17,61,0.223,0.782,0.811,0.285
BOOKKEEPER,16,ibk,best first,undersampling,sensitive threshold,1155,178,1,77,0.302,0.987,0.927,0.413
BOOKKEEPER,17,random forest,best first,undersampling,sensitive threshold,971,373,0,72,0.162,1.000,0.861,0.209
BOOKKEEPER,17,naive bayes,best first,undersampling,sensitive threshold,1119,225,11,61,0.213,0.847,0.840,0.282
BOOKKEEPER,17,ibk,best first,undersampling,sensitive threshold,1073,271,2,70,0.205,0.972,0.885,0.278
BOOKKEEPER,18,random forest,best first,undersampling,sensitive threshold,987,321,2,106,0.248,0.981,0.868,0.313
BOOKKEEPER,18,naive bayes,best first,undersampling,sensitive threshold,1149,159,39,69,0.303,0.639,0.759,0.343
BOOKKEEPER,18,ibk,best first,undersampling,sensitive threshold,1160,148,13,95,0.391,0.880,0.883,0.487
BOOKKEEPER,19,random forest,best first,undersampling,sensitive threshold,1061,299,18,87,0.225,0.829,0.804,0.272
BOOKKEEPER,19,naive bayes,best first,undersampling,sensitive threshold,1185,175,36,69,0.283,0.657,0.764,0.328
BOOKKEEPER,19,ibk,best first,undersampling,sensitive threshold,1198,162,37,68,0.296,0.648,0.764,0.341
BOOKKEEPER,20,random forest,best first,undersampling,sensitive threshold,1000,386,1,128,0.249,0.992,0.857,0.303
BOOKKEEPER,20,naive bayes,best first,undersampling,sensitive threshold,1236,150,54,75,0.333,0.581,0.737,0.354
BOOKKEEPER,20,ibk,best first,undersampling,sensitive threshold,1180,206,16,113,0.354,0.876,0.864,0.436
BOOKKEEPER,21,random forest,best first,undersampling,sensitive threshold,1057,397,9,95,0.193,0.913,0.820,0.234
BOOKKEEPER,21,naive bayes,best first,undersampling,sensitive threshold,1291,163,46,58,0.262,0.558,0.723,0.293
BOOKKEEPER,21,ibk,best first,undersampling,sensitive threshold,1218,236,30,74,0.239,0.712,0.775,0.286
BOOKKEEPER,22,random forest,best first,undersampling,sensitive threshold,993,473,0,96,0.169,1.000,0.839,0.205
BOOKKEEPER,22,naive bayes,best first,undersampling,sensitive threshold,1198,268,37,59,0.180,0.615,0.716,0.203
BOOKKEEPER,22,ibk,best first,undersampling,sensitive threshold,1237,229,2,94,0.291,0.979,0.911,0.391
BOOKKEEPER,1,random forest,best first,undersampling,sensitive learning,680,125,0,84,0.402,1.000,0.990,0.507
BOOKKEEPER,1,naive bayes,best first,undersampling,sensitive learning,672,133,14,70,0.345,0.833,0.924,0.409
BOOKKEEPER,1,ibk,best first,undersampling,sensitive learning,725,80,0,84,0.512,1.000,0.946,0.631
BOOKKEEPER,2,random forest,best first,undersampling,sensitive learning,723,117,10,120,0.506,0.923,0.941,0.582
BOOKKEEPER,2,naive bayes,best first,undersampling,sensitive learning,723,117,51,79,0.403,0.608,0.870,0.386
BOOKKEEPER,2,ibk,best first,undersampling,sensitive learning,745,95,20,110,0.537,0.846,0.926,0.589
BOOKKEEPER,3,random forest,best first,undersampling,sensitive learning,724,114,0,132,0.537,1.000,0.978,0.633
BOOKKEEPER,3,naive bayes,best first,undersampling,sensitive learning,688,150,47,85,0.362,0.644,0.859,0.350
BOOKKEEPER,3,ibk,best first,undersampling,sensitive learning,747,91,1,131,0.590,0.992,0.969,0.687
BOOKKEEPER,4,random forest,best first,undersampling,sensitive learning,726,129,2,168,0.566,0.988,0.964,0.644
BOOKKEEPER,4,naive bayes,best first,undersampling,sensitive learning,711,144,56,114,0.442,0.671,0.882,0.416
BOOKKEEPER,4,ibk,best first,undersampling,sensitive learning,787,68,18,152,0.691,0.894,0.956,0.729
BOOKKEEPER,5,random forest,best first,undersampling,sensitive learning,711,144,0,175,0.549,1.000,0.982,0.627
BOOKKEEPER,5,naive bayes,best first,undersampling,sensitive learning,702,153,51,124,0.448,0.709,0.885,0.430
BOOKKEEPER,5,ibk,best first,undersampling,sensitive learning,743,112,1,174,0.608,0.994,0.973,0.689
BOOKKEEPER,6,random forest,best first,undersampling,sensitive learning,714,240,0,100,0.294,1.000,0.936,0.361
BOOKKEEPER,6,naive bayes,best first,undersampling,sensitive learning,751,203,24,76,0.272,0.760,0.884,0.304
BOOKKEEPER,6,ibk,best first,undersampling,sensitive learning,740,214,4,96,0.310,0.960,0.911,0.379
BOOKKEEPER,7,random forest,best first,undersampling,sensitive learning,714,347,0,49,0.124,1.000,0.881,0.154
BOOKKEEPER,7,naive bayes,best first,undersampling,sensitive learning,782,279,21,28,0.091,0.571,0.789,0.088
BOOKKEEPER,7,ibk,best first,undersampling,sensitive learning,762,299,2,47,0.136,0.959,0.861,0.174
BOOKKEEPER,8,random forest,best first,undersampling,sensitive learning,737,328,0,52,0.137,1.000,0.914,0.173
BOOKKEEPER,8,naive bayes,best first,undersampling,sensitive learning,790,275,8,44,0.138,0.846,0.874,0.171
BOOKKEEPER,8,ibk,best first,undersampling,sensitive learning,791,274,1,51,0.157,0.981,0.886,0.207
BOOKKEEPER,9,random forest,best first,undersampling,sensitive learning,903,371,0,49,0.117,1.000,0.906,0.153
BOOKKEEPER,9,naive bayes,best first,undersampling,sensitive learning,977,297,7,42,0.124,0.857,0.910,0.162
BOOKKEEPER,9,ibk,best first,undersampling,sensitive learning,968,306,7,42,0.121,0.857,0.880,0.157
BOOKKEEPER,10,random forest,best first,undersampling,sensitive learning,971,300,0,60,0.167,1.000,0.954,0.226
BOOKKEEPER,10,naive bayes,best first,undersampling,sensitive learning,1097,174,9,51,0.227,0.850,0.931,0.309
BOOKKEEPER,10,ibk,best first,undersampling,sensitive learning,1058,213,7,53,0.199,0.883,0.912,0.272
BOOKKEEPER,11,random forest,best first,undersampling,sensitive learning,900,407,2,65,0.138,0.970,0.882,0.170
BOOKKEEPER,11,naive bayes,best first,undersampling,sensitive learning,978,329,9,58,0.150,0.866,0.909,0.188
BOOKKEEPER,11,ibk,best first,undersampling,sensitive learning,995,312,8,59,0.159,0.881,0.895,0.204
BOOKKEEPER,12,random forest,best first,undersampling,sensitive learning,889,417,0,71,0.145,1.000,0.939,0.180
BOOKKEEPER,12,naive bayes,best first,undersampling,sensitive learning,1023,283,10,61,0.177,0.859,0.913,0.228
BOOKKEEPER,12,ibk,best first,undersampling,sensitive learning,984,322,1,70,0.179,0.986,0.903,0.236
BOOKKEEPER,13,random forest,best first,undersampling,sensitive learning,867,431,0,80,0.157,1.000,0.955,0.189
BOOKKEEPER,13,naive bayes,best first,undersampling,sensitive learning,1069,229,16,64,0.218,0.800,0.910,0.277
BOOKKEEPER,13,ibk,best first,undersampling,sensitive learning,1030,268,2,78,0.225,0.975,0.947,0.300
BOOKKEEPER,14,random forest,best first,undersampling,sensitive learning,940,361,0,81,0.183,1.000,0.963,0.234
BOOKKEEPER,14,naive bayes,best first,undersampling,sensitive learning,1118,183,19,62,0.253,0.765,0.889,0.321
BOOKKEEPER,14,ibk,best first,undersampling,sensitive learning,1152,149,6,75,0.335,0.926,0.927,0.444
BOOKKEEPER,15,random forest,best first,undersampling,sensitive learning,905,417,0,81,0.163,1.000,0.962,0.200
BOOKKEEPER,15,naive bayes,best first,undersampling,sensitive learning,1104,218,17,64,0.227,0.790,0.908,0.289
BOOKKEEPER,15,ibk,best first,undersampling,sensitive learning,1046,276,1,80,0.225,0.988,0.953,0.300
BOOKKEEPER,16,random forest,best first,undersampling,sensitive learning,988,345,0,78,0.184,1.000,0.984,0.240
BOOKKEEPER,16,naive bayes,best first,undersampling,sensitive learning,1120,213,17,61,0.223,0.782,0.901,0.285
BOOKKEEPER,16,ibk,best first,undersampling,sensitive learning,1155,178,1,77,0.302,0.987,0.950,0.413
BOOKKEEPER,17,random forest,best first,undersampling,sensitive learning,950,394,0,72,0.155,1.000,0.973,0.197
BOOKKEEPER,17,naive bayes,best first,undersampling,sensitive learning,1119,225,11,61,0.213,0.847,0.923,0.282
BOOKKEEPER,17,ibk,best first,undersampling,sensitive learning,1073,271,2,70,0.205,0.972,0.963,0.278
BOOKKEEPER,18,random forest,best first,undersampling,sensitive learning,980,328,0,108,0.248,1.000,0.959,0.313
BOOKKEEPER,18,naive bayes,best first,undersampling,sensitive learning,1149,159,39,69,0.303,0.639,0.860,0.343
BOOKKEEPER,18,ibk,best first,undersampling,sensitive learning,1160,148,13,95,0.391,0.880,0.923,0.487
BOOKKEEPER,19,random forest,best first,undersampling,sensitive learning,1130,230,21,84,0.268,0.800,0.928,0.329
BOOKKEEPER,19,naive bayes,best first,undersampling,sensitive learning,1185,175,36,69,0.283,0.657,0.910,0.328
BOOKKEEPER,19,ibk,best first,undersampling,sensitive learning,1198,162,37,68,0.296,0.648,0.856,0.341
BOOKKEEPER,20,random forest,best first,undersampling,sensitive learning,1008,378,1,128,0.253,0.992,0.944,0.309
BOOKKEEPER,20,naive bayes,best first,undersampling,sensitive learning,1236,150,54,75,0.333,0.581,0.839,0.354
BOOKKEEPER,20,ibk,best first,undersampling,sensitive learning,1180,206,16,113,0.354,0.876,0.879,0.436
BOOKKEEPER,21,random forest,best first,undersampling,sensitive learning,1108,346,11,93,0.212,0.894,0.926,0.263
BOOKKEEPER,21,naive bayes,best first,undersampling,sensitive learning,1291,163,46,58,0.262,0.558,0.868,0.293
BOOKKEEPER,21,ibk,best first,undersampling,sensitive learning,1218,236,30,74,0.239,0.712,0.778,0.286
BOOKKEEPER,22,random forest,best first,undersampling,sensitive learning,984,482,0,96,0.166,1.000,0.972,0.201
BOOKKEEPER,22,naive bayes,best first,undersampling,sensitive learning,1198,268,37,59,0.180,0.615,0.826,0.203
BOOKKEEPER,22,ibk,best first,undersampling,sensitive learning,1237,229,2,94,0.291,0.979,0.918,0.391
BOOKKEEPER,1,random forest,best first,smote,no cost sensitive,804,1,1,83,0.988,0.988,0.999,0.987
BOOKKEEPER,1,naive bayes,best first,smote,no cost sensitive,756,49,22,62,0.559,0.738,0.929,0.592
BOOKKEEPER,1,ibk,best first,smote,no cost sensitive,804,1,1,83,0.988,0.988,0.998,0.987
BOOKKEEPER,2,random forest,best first,smote,no cost sensitive,806,34,25,105,0.755,0.808,0.944,0.745
BOOKKEEPER,2,naive bayes,best first,smote,no cost sensitive,788,52,65,65,0.556,0.500,0.855,0.457
BOOKKEEPER,2,ibk,best first,smote,no cost sensitive,811,29,25,105,0.784,0.808,0.944,0.763
BOOKKEEPER,3,random forest,best first,smote,no cost sensitive,805,33,4,128,0.795,0.970,0.994,0.852
BOOKKEEPER,3,naive bayes,best first,smote,no cost sensitive,787,51,65,67,0.568,0.508,0.862,0.468
BOOKKEEPER,3,ibk,best first,smote,no cost sensitive,819,19,10,122,0.865,0.924,0.995,0.876
BOOKKEEPER,4,random forest,best first,smote,no cost sensitive,813,42,18,152,0.784,0.894,0.962,0.800
BOOKKEEPER,4,naive bayes,best first,smote,no cost sensitive,772,83,78,92,0.526,0.541,0.880,0.439
BOOKKEEPER,4,ibk,best first,smote,no cost sensitive,827,28,29,141,0.834,0.829,0.973,0.799
BOOKKEEPER,5,random forest,best first,smote,no cost sensitive,828,27,20,155,0.852,0.886,0.989,0.841
BOOKKEEPER,5,naive bayes,best first,smote,no cost sensitive,777,78,82,93,0.544,0.531,0.886,0.444
BOOKKEEPER,5,ibk,best first,smote,no cost sensitive,830,25,20,155,0.861,0.886,0.986,0.847
BOOKKEEPER,6,random forest,best first,smote,no cost sensitive,825,129,9,91,0.414,0.910,0.926,0.504
BOOKKEEPER,6,naive bayes,best first,smote,no cost sensitive,832,122,45,55,0.311,0.550,0.880,0.314
BOOKKEEPER,6,ibk,best first,smote,no cost sensitive,827,127,12,88,0.409,0.880,0.914,0.493
BOOKKEEPER,7,random forest,best first,smote,no cost sensitive,879,182,10,39,0.176,0.796,0.908,0.233
BOOKKEEPER,7,naive bayes,best first,smote,no cost sensitive,912,149,25,24,0.139,0.490,0.801,0.158
BOOKKEEPER,7,ibk,best first,smote,no cost sensitive,894,167,10,39,0.189,0.796,0.901,0.253
BOOKKEEPER,8,random forest,best first,smote,no cost sensitive,962,103,18,34,0.248,0.654,0.922,0.313
BOOKKEEPER,8,naive bayes,best first,smote,no cost sensitive,921,144,20,32,0.182,0.615,0.873,0.225
BOOKKEEPER,8,ibk,best first,smote,no cost sensitive,962,103,17,35,0.254,0.673,0.917,0.323
BOOKKEEPER,9,random forest,best first,smote,no cost sensitive,1153,121,25,24,0.166,0.490,0.898,0.203
BOOKKEEPER,9,naive bayes,best first,smote,no cost sensitive,1143,131,13,36,0.216,0.735,0.913,0.293
BOOKKEEPER,9,ibk,best first,smote,no cost sensitive,1152,122,25,24,0.164,0.490,0.897,0.202
BOOKKEEPER,10,random forest,best first,smote,no cost sensitive,1251,20,24,36,0.643,0.600,0.946,0.603
BOOKKEEPER,10,naive bayes,best first,smote,no cost sensitive,1194,77,20,40,0.342,0.667,0.931,0.417
BOOKKEEPER,10,ibk,best first,smote,no cost sensitive,1177,94,24,36,0.277,0.600,0.923,0.338
BOOKKEEPER,11,random forest,best first,smote,no cost sensitive,1201,106,29,38,0.264,0.567,0.892,0.315
BOOKKEEPER,11,naive bayes,best first,smote,no cost sensitive,1143,164,16,51,0.237,0.761,0.909,0.310
BOOKKEEPER,11,ibk,best first,smote,no cost sensitive,1201,106,32,35,0.248,0.522,0.883,0.290
BOOKKEEPER,12,random forest,best first,smote,no cost sensitive,1266,40,12,59,0.596,0.831,0.980,0.675
BOOKKEEPER,12,naive bayes,best first,smote,no cost sensitive,1168,138,21,50,0.266,0.704,0.914,0.336
BOOKKEEPER,12,ibk,best first,smote,no cost sensitive,1269,37,15,56,0.602,0.789,0.981,0.663
BOOKKEEPER,13,random forest,best first,smote,no cost sensitive,1284,14,24,56,0.800,0.700,0.963,0.732
BOOKKEEPER,13,naive bayes,best first,smote,no cost sensitive,1180,118,28,52,0.306,0.650,0.913,0.366
BOOKKEEPER,13,ibk,best first,smote,no cost sensitive,1284,14,26,54,0.794,0.675,0.965,0.714
BOOKKEEPER,14,random forest,best first,smote,no cost sensitive,1288,13,19,62,0.827,0.765,0.983,0.783
BOOKKEEPER,14,naive bayes,best first,smote,no cost sensitive,1196,105,30,51,0.327,0.630,0.895,0.383
BOOKKEEPER,14,ibk,best first,smote,no cost sensitive,1291,10,19,62,0.861,0.765,0.987,0.799
BOOKKEEPER,15,random forest,best first,smote,no cost sensitive,1307,15,19,62,0.805,0.765,0.976,0.772
BOOKKEEPER,15,naive bayes,best first,smote,no cost sensitive,1216,106,28,53,0.333,0.654,0.908,0.395
BOOKKEEPER,15,ibk,best first,smote,no cost sensitive,1307,15,21,60,0.800,0.741,0.978,0.756
BOOKKEEPER,16,random forest,best first,smote,no cost sensitive,1318,15,4,74,0.831,0.949,0.998,0.879
BOOKKEEPER,16,naive bayes,best first,smote,no cost sensitive,1229,104,27,51,0.329,0.654,0.904,0.393
BOOKKEEPER,16,ibk,best first,smote,no cost sensitive,1321,12,6,72,0.857,0.923,0.994,0.882
BOOKKEEPER,17,random forest,best first,smote,no cost sensitive,1324,20,8,64,0.762,0.889,0.991,0.810
BOOKKEEPER,17,naive bayes,best first,smote,no cost sensitive,1239,105,23,49,0.318,0.681,0.926,0.391
BOOKKEEPER,17,ibk,best first,smote,no cost sensitive,1323,21,8,64,0.753,0.889,0.988,0.805
BOOKKEEPER,18,random forest,best first,smote,no cost sensitive,1302,6,37,71,0.922,0.657,0.899,0.752
BOOKKEEPER,18,naive bayes,best first,smote,no cost sensitive,1219,89,49,59,0.399,0.546,0.856,0.409
BOOKKEEPER,18,ibk,best first,smote,no cost sensitive,1305,3,40,68,0.958,0.630,0.967,0.744
BOOKKEEPER,19,random forest,best first,smote,no cost sensitive,1321,39,44,61,0.610,0.581,0.856,0.565
BOOKKEEPER,19,naive bayes,best first,smote,no cost sensitive,1267,93,47,58,0.384,0.552,0.909,0.403
BOOKKEEPER,19,ibk,best first,smote,no cost sensitive,1313,47,54,51,0.520,0.486,0.865,0.465
BOOKKEEPER,20,random forest,best first,smote,no cost sensitive,1367,19,40,89,0.824,0.690,0.969,0.730
BOOKKEEPER,20,naive bayes,best first,smote,no cost sensitive,1289,97,64,65,0.401,0.504,0.840,0.389
BOOKKEEPER,20,ibk,best first,smote,no cost sensitive,1357,29,43,86,0.748,0.667,0.953,0.679
BOOKKEEPER,21,random forest,best first,smote,no cost sensitive,1390,64,42,62,0.492,0.596,0.939,0.503
BOOKKEEPER,21,naive bayes,best first,smote,no cost sensitive,1349,105,51,53,0.335,0.510,0.868,0.352
BOOKKEEPER,21,ibk,best first,smote,no cost sensitive,1381,73,51,53,0.421,0.510,0.823,0.418
BOOKKEEPER,22,random forest,best first,smote,no cost sensitive,1456,10,8,88,0.898,0.917,0.984,0.901
BOOKKEEPER,22,naive bayes,best first,smote,no cost sensitive,1329,137,41,55,0.286,0.573,0.828,0.327
BOOKKEEPER,22,ibk,best first,smote,no cost sensitive,1457,9,8,88,0.907,0.917,0.989,0.906
BOOKKEEPER,1,random forest,best first,smote,sensitive threshold,759,46,0,84,0.646,1.000,0.971,0.757
BOOKKEEPER,1,naive bayes,best first,smote,sensitive threshold,708,97,16,68,0.412,0.810,0.845,0.481
BOOKKEEPER,1,ibk,best first,smote,sensitive threshold,804,1,1,83,0.988,0.988,0.993,0.987
BOOKKEEPER,2,random forest,best first,smote,sensitive threshold,760,80,19,111,0.581,0.854,0.879,0.633
BOOKKEEPER,2,naive bayes,best first,smote,sensitive threshold,741,99,54,76,0.434,0.585,0.733,0.407
BOOKKEEPER,2,ibk,best first,smote,sensitive threshold,771,69,22,108,0.610,0.831,0.874,0.649
BOOKKEEPER,3,random forest,best first,smote,sensitive threshold,759,79,1,131,0.624,0.992,0.949,0.719
BOOKKEEPER,3,naive bayes,best first,smote,sensitive threshold,739,99,52,80,0.447,0.606,0.744,0.424
